scope,cycle_label,team_rank,team_name,team_slug,team_class,ranking_total_points,team_total_points,sanction_points_total,ranking_url,source_url,scraped_at,is_placeholder_team_row,season_year,rider_name,rider_slug,team_rank_within_counted_list,points_counted,points_not_counted,sanction_points
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BOU Joan,joan-bou,14,129.4,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BALDERSTONE Abel,abel-balderstone-roumens,15,112.4,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,OTRUBA Jakub,jakub-otruba,16,94.4,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,DARDER Sergi,sergi-darder,17,58.0,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ARRIOLABENGOA Julen,julen-arriola-bengoa-beitia,18,35.0,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,GUARDEÑO Jaume,jaume-guardeno,19,17.4,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,VILLAR Iker,iker-villar,20,9.0,0.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,LARRONDE Ellande,ellande-larronde,21,0.0,3.0,0.0
cycle_2026_2028,2026-2028,23,Caja Rural - Seguros RGA,caja-rural-seguros-rga-2026,PRT,4286.0,4293.8,0.0,team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/caja-rural-seguros-rga-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,DÍAZ Alex,alex-diaz-alvarez,22,0.0,3.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,CRESCIOLI Ludovico,ludovico-crescioli,1,689.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,LONARDI Giovanni,giovanni-lonardi,2,601.4,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,PESENTI Thomas,thomas-pesenti,3,327.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,MAESTRI Mirco,mirco-maestri,4,221.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,PEÑALVER Manuel,manuel-penalver,5,210.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,MIFSUD Andrea,andrea-mifsud,6,189.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BAIS Mattia,mattia-bais,7,166.4,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,TERCERO Fernando,fernando-tercero-lopez,8,134.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,MUÑOZ Francisco,francisco-munoz-llana,9,134.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BESSEGA Gabriele,gabriele-bessega,10,131.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,CROZZOLO Fabrizio,fabrizio-crozzolo,11,128.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BELLETTA Dario Igor,dario-igor-belletta,12,124.4,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BESSEGA Tommaso,tommaso-bessega,13,117.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,SEVILLA Diego Pablo,diego-pablo-sevilla,14,108.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,GIULIANO Dario,dario-giuliano,15,90.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,SERRANO Javier,javier-serrano,16,71.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BUTTIGIEG Aidan,aidan-buttigieg,17,45.0,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,TONELLI Alessandro,alessandro-tonelli,18,40.4,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BAIS Davide,davide-bais,19,28.0,0.0,5.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BENITO Adrián,adrian-benito-gonzalez,20,18.4,0.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,PIETROBON Andrea,andrea-pietrobon,21,0.0,11.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,RACCAGNI Gabriele,gabriele-raccagni,22,0.0,6.0,0.0
cycle_2026_2028,2026-2028,24,Team Polti VisitMalta,team-polti-visitmalta-2026,PRT,3533.0,3573.0,5.0,team/team-polti-visitmalta-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/team-polti-visitmalta-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,GARCÍA Pablo,pablo-garcia-frances,23,0.0,3.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,FAGÚNDEZ Eric Antonio,eric-antonio-fagundez,1,450.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,MACÍAS César,cesar-macias-estrada,2,360.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,DÍAZ José Manuel,jose-manuel-diaz-gallego,3,330.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,KUDUS Merhawi,merhawi-kudus,4,327.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,CHUMIL Sergio Geovani,sergio-geovani-chumil-gonzalez,5,259.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BURNETT Josh,josh-burnett,6,250.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,QUARTUCCI Lorenzo,lorenzo-quartucci,7,243.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,HERRADA Jesús,jesus-herrada-lopez,8,224.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,MAYER Alexandre,alexandre-mayer,9,219.3,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,SAINBAYAR Jambaljamts,jambaljamts-sainbayar,10,178.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,APARICIO Mario,mario-aparicio-munoz,11,151.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BOUGLAS Georgios,georgios-bouglas,12,131.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,CAVIA Daniel,daniel-cavia-sanz,13,121.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ALLENO Clément,clement-alleno,14,104.0,0.0,5.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,DE LA CALLE Hugo,hugo-de-la-calle-arango,15,54.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,GARCÍA PIERNA Carlos,carlos-garcia-pierna,16,52.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,FAURA José Luis,jose-luis-faura-asensio,17,25.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,FERNÁNDEZ Sinuhé,sinuhe-fernandez-rodriguez,18,16.4,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,OKAMIKA Ander,ander-okamika,19,15.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ÁLVAREZ Rodrigo,rodrigo-alvarez-rogriguez,20,14.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,REY Martín,martin-rey-vazquez,21,0.0,3.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,KOYAMA Tomoya,tomoya-koyama,22,0.0,0.0,0.0
cycle_2026_2028,2026-2028,25,Burgos Burpellet BH,burgos-burpellet-bh-2026,PRT,3526.0,3525.7,20.0,team/burgos-burpellet-bh-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/burgos-burpellet-bh-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,KMÍNEK Vojtěch,vojtech-kminek,23,0.0,-15.0,15.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,RAJOVIĆ Dušan,dusan-rajovic,1,599.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,POZZOVIVO Domenico,domenico-pozzovivo,2,501.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,UMBA Santiago,santiago-umba,3,328.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BALMER Alexandre,alexandre-balmer,4,309.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,SAMUDIO Carlos Ariel,carlos-samudio,5,240.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,BONNEU Kamiel,kamiel-bonneu,6,196.2,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,FABBRO Matteo,matteo-fabbro,7,193.2,0.0,15.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,TSARENKO Kyrylo,kyrylo-tsarenko,8,179.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,GONZÁLEZ Roberto Carlos,roberto-gonzalez,9,173.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ARCHIBOLD Franklin,franklin-archibold,10,110.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,FINKŠT Tilen,tilen-finkst,11,100.2,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,PIRAS Andrea,andrea-piras,12,65.0,0.0,0.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,NENCINI Tommaso,tommaso-nencini,13,54.2,0.0,5.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ĐURIĆ Đorđe,dorde-duric,14,41.0,0.0,50.0
cycle_2026_2028,2026-2028,26,Solution Tech NIPPO Rali,solution-tech-nippo-rali-2026,PRT,3198.0,3218.3,70.0,team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,https://www.procyclingstats.com/team/solution-tech-nippo-rali-2026/results/ranking-2026-2028,2026-09-18T13:37:27.410507+00:00,False,2026,ARASHIRO Yukiya,yukiya-arashiro,15,32.5,0.0,0.0
