team_slug,team_name,planning_year,race_id,race_name,category,start_date,status,route_profile,expected_points,race_priority_points,recommended_rider_count,race_leader_rider,race_leader_specialty,race_leader_probability,race_leader_allocation_score,selected_breakout_probability_sum,selected_breakout_probability_mean,selected_allocation_score_total,selected_specialty_match_mean,top_recommended_riders,top_recommended_specialties
equipo-kern-pharma,Equipo Kern Pharma,2026,24922,Classica Camp de Morvedre,1.1,2026-01-23,completed,sprint-friendly one-day,37.577671,37.577671,7,COBO Iván,oneday,0.349316,23.260465,1.44765,0.206807,129.046864,0.611961,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,22183,Gran Premio Castellón,1.1,2026-01-24,completed,sprint-friendly one-day,60.078283,60.078283,7,COBO Iván,oneday,0.349316,38.760861,1.313238,0.187605,215.758603,0.68905,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,411,Clàssica Comunitat Valenciana 1969,1.1,2026-01-25,completed,sprint-friendly one-day,52.286416,52.286416,7,COBO Iván,oneday,0.349316,33.453836,1.44765,0.206807,185.91369,0.64353,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,271,Trofeo Calvià,1.1,2026-01-28,completed,sprint-friendly one-day,44.377301,44.377301,7,COBO Iván,oneday,0.349316,28.094833,1.44765,0.206807,156.054872,0.633366,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,27987,Trofeo Ses Salines TTT,1.1,2026-01-29,completed,sprint-friendly one-day,37.577671,37.577671,7,COBO Iván,oneday,0.349316,23.260465,1.44765,0.206807,129.046864,0.611961,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,100,Trofeo Serra Tramuntana,1.1,2026-01-30,completed,sprint-friendly one-day,27.475827,27.475827,7,COBO Iván,oneday,0.349316,16.446946,1.44765,0.206807,91.108487,0.581263,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,274,Trofeo Andratx - Pollença,1.1,2026-01-31,completed,sprint-friendly one-day,34.530264,34.530264,7,COBO Iván,oneday,0.349316,21.277538,1.44765,0.206807,118.03549,0.607853,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,83,Trofeo Palma,1.1,2026-02-01,completed,sprint-friendly one-day,30.639666,30.639666,7,COBO Iván,oneday,0.349316,19.166735,1.44765,0.206807,106.402811,0.621981,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,97,GP la Marseillaise,1.1,2026-02-01,completed,sprint-friendly one-day,21.313686,21.313686,7,COBO Iván,oneday,0.349316,12.949689,1.44765,0.206807,71.788125,0.594827,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,319,Volta Comunitat Valenciana,2.Pro,2026-02-04,completed,multi-stage race,148.753559,148.753559,7,COBO Iván,oneday,0.349316,73.247424,1.538472,0.219782,445.48258,0.471303,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,74,Vuelta a Murcia,2.1,2026-02-13,completed,sprint-friendly one-day,15.383371,15.383371,7,COBO Iván,oneday,0.349316,9.258408,1.44765,0.206807,51.301101,0.58617,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,18947,Figueira Champions Classic,1.Pro,2026-02-14,completed,sprint-friendly one-day,83.865668,83.865668,7,COBO Iván,oneday,0.349316,54.189426,1.313238,0.187605,301.757205,0.690819,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,129,Clasica de Almeria,1.Pro,2026-02-15,completed,sprint-friendly one-day,81.20784,81.20784,7,COBO Iván,oneday,0.349316,49.577076,1.44765,0.206807,274.900807,0.599237,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,16519,Clásica Jaén,1.1,2026-02-16,completed,sprint-friendly one-day,54.556481,54.556481,7,COBO Iván,oneday,0.349316,34.991724,1.44765,0.206807,194.48227,0.645896,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,110,Vuelta a Andalucía,2.Pro,2026-02-18,completed,multi-stage race,154.800157,154.800157,7,COBO Iván,oneday,0.349316,75.759781,1.538472,0.219782,456.779708,0.459874,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,109,Giro di Sardegna,2.1,2026-02-25,completed,multi-stage race,46.091023,46.091023,7,COBO Iván,oneday,0.349316,22.086699,1.525547,0.217935,123.73148,0.393973,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,27602,Visit South Aegean GP,1.1,2026-02-28,completed,sprint-friendly one-day,30.062137,30.062137,7,COBO Iván,oneday,0.349316,18.608372,1.44765,0.206807,103.237491,0.611961,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,27604,Region on Dodecanese GP,1.1,2026-03-01,completed,sprint-friendly one-day,30.062137,30.062137,7,COBO Iván,oneday,0.349316,18.608372,1.44765,0.206807,103.237491,0.611961,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,132,Tour de Taiwan,2.1,2026-03-15,completed,multi-stage race,52.996425,52.996425,7,COBO Iván,oneday,0.349316,25.470282,1.538472,0.219782,142.974924,0.394173,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,22014,Clásica Terres de l´Ebre,1.1,2026-03-21,completed,sprint-friendly one-day,55.392717,55.392717,7,COBO Iván,oneday,0.349316,35.616546,1.313238,0.187605,198.082159,0.685068,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,14,Volta Ciclista a Catalunya,2.UWT,2026-03-23,completed,multi-stage race,90.897243,90.897243,7,COBO Iván,oneday,0.349316,44.395566,1.538472,0.219782,270.757255,0.467133,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,260,La Roue Tourangelle,1.1,2026-03-29,completed,sprint-friendly one-day,20.828262,20.828262,7,COBO Iván,oneday,0.349316,12.646394,1.44765,0.206807,70.104495,0.59422,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,145,Paris - Camembert,1.1,2026-03-31,completed,sprint-friendly one-day,22.744103,22.744103,7,COBO Iván,oneday,0.349316,13.673494,1.44765,0.206807,75.761114,0.585178,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,134,Route Adélie de Vitré,1.1,2026-04-03,completed,hard one-day,13.255404,13.255404,7,COBO Iván,oneday,0.349316,7.597839,1.44765,0.206807,41.895831,0.540928,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,48,GP Miguel Indurain,1.Pro,2026-04-04,completed,sprint-friendly one-day,69.903042,69.903042,7,COBO Iván,oneday,0.349316,41.810566,1.44765,0.206807,231.60207,0.580546,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,6,Itzulia Basque Country,2.UWT,2026-04-06,completed,multi-stage race,113.621553,113.621553,7,COBO Iván,oneday,0.349316,55.494457,1.538472,0.219782,338.44657,0.467133,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,16526,O Gran Camiño,2.1,2026-04-14,completed,short stage race,52.476606,52.476606,7,COBO Iván,oneday,0.349316,24.688526,1.525547,0.217935,133.133725,0.355664,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,15075,Classic Grand Besançon Doubs,1.1,2026-04-17,completed,sprint-friendly one-day,40.300426,40.300426,7,COBO Iván,oneday,0.349316,25.656504,1.44765,0.206807,142.548239,0.638715,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,1285,Tour du Jura,1.1,2026-04-18,completed,sprint-friendly one-day,31.631389,31.631389,7,COBO Iván,oneday,0.349316,19.753046,1.44765,0.206807,109.648676,0.620354,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,153,Vuelta a Asturias,2.1,2026-04-23,scheduled,short stage race,37.964756,37.964756,7,COBO Iván,oneday,0.349316,18.059019,1.525547,0.217935,98.52066,0.37074,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,152,Tour of Türkiye,2.Pro,2026-04-26,scheduled,multi-stage race,140.365281,140.365281,7,COBO Iván,oneday,0.349316,68.878574,1.530464,0.218638,426.672836,0.491054,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,11,Liège-Bastogne-Liège,1.UWT,2026-04-26,scheduled,hard one-day,35.508194,35.508194,7,COBO Iván,oneday,0.349316,21.173267,1.44765,0.206807,116.988876,0.575744,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,3277,GP Anicolor,2.1,2026-05-01,scheduled,multi-stage race,46.091023,46.091023,7,COBO Iván,oneday,0.349316,22.086699,1.525547,0.217935,123.73148,0.393973,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,180,Grand Prix du Morbihan,1.Pro,2026-05-09,scheduled,sprint-friendly one-day,58.055976,58.055976,7,COBO Iván,oneday,0.349316,34.027364,1.44765,0.206807,188.295853,0.562406,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,148,Tro-Bro Leon,1.Pro,2026-05-10,scheduled,sprint-friendly one-day,63.73929,63.73929,7,COBO Iván,oneday,0.349316,38.821866,1.44765,0.206807,215.239524,0.597087,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,27600,Baku-Khankendi Azerbaijan Cycling Race,2.1,2026-05-10,scheduled,multi-stage race,46.091023,46.091023,7,COBO Iván,oneday,0.349316,22.086699,1.525547,0.217935,123.73148,0.393973,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,147,Tour du Finistère,1.1,2026-05-16,scheduled,sprint-friendly one-day,16.671289,16.671289,7,COBO Iván,oneday,0.349316,9.767005,1.44765,0.206807,54.046089,0.562021,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,182,Boucles de l'Aulne,1.1,2026-05-17,scheduled,sprint-friendly one-day,28.310772,28.310772,7,COBO Iván,oneday,0.349316,17.329085,1.44765,0.206807,96.100651,0.601663,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,4008,GP Beiras e Serra da Estrela,2.1,2026-05-20,scheduled,short stage race,37.389256,37.389256,7,COBO Iván,oneday,0.349316,17.893844,1.525547,0.217935,98.408679,0.380337,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,2026-06-03,scheduled,sprint-friendly one-day,52.725272,52.725272,7,COBO Iván,oneday,0.349316,33.809035,1.44765,0.206807,187.90684,0.645662,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,231,Circuit Franco-Belge,1.Pro,2026-06-10,scheduled,sprint-friendly one-day,77.44174,77.44174,7,COBO Iván,oneday,0.349316,47.252458,1.44765,0.206807,262.004108,0.598741,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,211,Tour of Slovenia,2.Pro,2026-06-17,scheduled,multi-stage race,117.979574,117.979574,7,COBO Iván,oneday,0.349316,58.397621,1.530464,0.218638,358.386568,0.488773,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,212,Route d'Occitanie,2.1,2026-06-18,scheduled,short stage race,34.284957,34.284957,7,COBO Iván,oneday,0.349316,16.537897,1.525547,0.217935,92.689865,0.398911,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,18948,Andorra MoraBanc Clàssica,1.1,2026-06-21,scheduled,sprint-friendly one-day,55.865022,55.865022,7,COBO Iván,oneday,0.349316,36.379027,1.313238,0.187605,202.982683,0.7,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,258,Sibiu Cycling Tour,2.1,2026-07-04,scheduled,short stage race,56.617013,56.617013,7,COBO Iván,oneday,0.349316,26.973971,1.525547,0.217935,148.988565,0.380211,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,207,Villafranca de Ordizia,1.1,2026-07-25,scheduled,sprint-friendly one-day,22.920457,22.920457,7,COBO Iván,oneday,0.349316,13.787874,1.44765,0.206807,76.397153,0.585729,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,85,Vuelta a Castilla y León,1.1,2026-07-26,scheduled,sprint-friendly one-day,49.368016,49.368016,7,COBO Iván,oneday,0.349316,31.393671,1.44765,0.206807,174.453443,0.63783,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,18,Donostia San Sebastian Klasikoa,1.UWT,2026-08-01,scheduled,hard one-day,42.16598,42.16598,7,COBO Iván,oneday,0.349316,25.143255,1.44765,0.206807,138.92429,0.575744,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,202,Circuito de Getxo,1.1,2026-08-02,scheduled,sprint-friendly one-day,20.519056,20.519056,7,COBO Iván,oneday,0.349316,12.170297,1.44765,0.206807,67.386813,0.572993,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,192,Vuelta a Burgos,2.Pro,2026-08-04,scheduled,multi-stage race,129.341858,129.341858,7,COBO Iván,oneday,0.349316,64.121611,1.530464,0.218638,394.897559,0.492781,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,259,Arctic Race of Norway,2.Pro,2026-08-13,scheduled,short stage race,108.420493,108.420493,7,COBO Iván,oneday,0.349316,52.824543,1.538472,0.219782,312.592547,0.442311,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,15209,Czech Tour,2.Pro,2026-08-13,scheduled,short stage race,27.35725,27.35725,7,COBO Iván,oneday,0.349316,13.201939,1.525547,0.217935,74.040849,0.399672,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
equipo-kern-pharma,Equipo Kern Pharma,2026,23,Vuelta a España,2.UWT,2026-08-22,scheduled,multi-stage race,90.897243,90.897243,7,COBO Iván,oneday,0.349316,44.395566,1.538472,0.219782,270.757255,0.467133,COBO Iván | BERRADE Urko | BRUSTENGA Marc,oneday | hills | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,263,GP Industria & Artigianato,1.Pro,2026-09-06,scheduled,sprint-friendly one-day,72.195532,72.195532,7,COBO Iván,oneday,0.349316,44.594233,1.44765,0.206807,247.411828,0.610099,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,4025,Giro della Toscana,1.1,2026-09-09,scheduled,sprint-friendly one-day,29.295967,29.295967,7,COBO Iván,oneday,0.349316,18.243311,1.44765,0.206807,101.254608,0.617708,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,160,Coppa Sabatini,1.Pro,2026-09-10,scheduled,sprint-friendly one-day,50.039277,50.039277,7,COBO Iván,oneday,0.349316,29.401742,1.44765,0.206807,162.719826,0.564612,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,68,Memorial Pantani,1.1,2026-09-12,scheduled,sprint-friendly one-day,14.572987,14.572987,7,COBO Iván,oneday,0.349316,8.610171,1.44765,0.206807,47.665141,0.569533,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,205,Trofeo Matteotti,1.1,2026-09-13,scheduled,sprint-friendly one-day,24.610885,24.610885,7,COBO Iván,oneday,0.349316,15.168576,1.44765,0.206807,84.147397,0.608059,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,163,Giro della Romagna,1.1,2026-09-20,scheduled,sprint-friendly one-day,63.560069,63.560069,7,COBO Iván,oneday,0.349316,41.29719,1.313238,0.187605,230.292545,0.697345,COBO Iván | BRUSTENGA Marc | SOSA Iván Ramiro,oneday | oneday | oneday
equipo-kern-pharma,Equipo Kern Pharma,2026,773,CRO Race,2.Pro,2026-09-22,scheduled,multi-stage race,47.979682,47.979682,7,COBO Iván,oneday,0.349316,22.878585,1.55526,0.22218,128.170191,0.382318,COBO Iván | BRUSTENGA Marc | BERRADE Urko,oneday | oneday | hills
