team_slug,team_name,planning_year,race_id,race_name,category,date_label,month,start_date,end_date,pcs_race_slug,historical_years_analyzed,race_type,route_profile,avg_top10_points,avg_winner_points,avg_points_efficiency,avg_stage_top10_points,avg_stage_count,avg_top10_field_form,base_opportunity_index,base_opportunity_points,specialty_fit_score,sprint_fit_bonus,team_fit_score,team_fit_multiplier,participation_confidence,execution_multiplier,expected_points,actual_points,ev_gap,status,team_calendar_status,source,overlap_group,notes,as_of_date
unibet-rose-rockets,Unibet Rose Rockets,2026,1285,Tour du Jura,1.1,18.04,4,2026-04-18,2026-04-18,tour-du-jura-cycliste,5.0,One-day,sprint-friendly one-day,540.0,125.0,18.723451682011145,0.0,0.0,3.164,0.2293323319377999,123.83945924641195,0.388680412371134,0.15212628865979383,0.4436365979381443,0.8330909793814433,0.8,0.4,33.01425164469173,,,scheduled,active,team_program_live,,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,9,Amstel Gold Race,1.UWT,19.04,4,2026-04-19,2026-04-19,amstel-gold-race,,One-day,hard one-day,895.7142857142857,196.14285714285714,22.896361214464072,0.0,0.0,4.436871428571429,0.34842848218550265,310.9190445598454,0.3716339101620029,0.12137069679675996,0.4000961294182621,0.8200288388254786,0.8,0.18,36.71461196339577,,,scheduled,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.Pro | history_missing,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,10,La Flèche Wallonne,1.UWT,22.04,4,2026-04-22,2026-04-22,la-fleche-wallonne,,One-day,hard one-day,895.7142857142857,196.14285714285714,22.896361214464072,0.0,0.0,4.436871428571429,0.34842848218550265,310.9190445598454,0.3716339101620029,0.12137069679675996,0.4000961294182621,0.8200288388254786,0.8,0.18,36.71461196339577,,,scheduled,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.Pro | history_missing,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,152,Tour of Türkiye,2.Pro,26.04-03.05,5,2026-04-26,2026-05-03,tour-of-turkey,5.0,Stage race,multi-stage race,1128.6,323.4,38.801588071842964,288.6,8.0,2.9939999999999998,0.7200554761520811,812.6546103852387,0.42256678785897267,0.198775165337483,0.5157002562317125,0.8547100768695137,0.8,0.25,138.91681690214642,,,scheduled,active,team_program_live,overlap_3,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,35,Eschborn-Frankfurt,1.UWT,01.05,5,2026-05-01,2026-05-01,eschborn-frankfurt,,One-day,hard one-day,895.7142857142857,196.14285714285714,22.896361214464072,0.0,0.0,4.436871428571429,0.34842848218550265,310.9190445598454,0.3716339101620029,0.12137069679675996,0.4000961294182621,0.8200288388254786,0.8,0.18,36.71461196339577,,,scheduled,active,team_program_live,overlap_3,matched_via=normalized_name | history_fallback_from=1.Pro | history_missing,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,7660,Famenne Ardenne Classic,1.1,03.05,5,2026-05-03,2026-05-03,famenne-ardenne-classic,4.0,One-day,sprint-friendly one-day,540.0,125.0,19.296659075025897,0.0,0.0,2.805,0.24267940427177667,131.0468783067594,0.3914561855670103,0.16080057989690721,0.45439271907216494,0.8363178157216494,0.8,0.4,35.070988487247945,,,scheduled,active,team_program_live,overlap_3,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,513,Tour of Hellas,2.1,06.05-10.05,5,2026-05-06,2026-05-10,international-tour-of-hellas,4.0,Stage race,multi-stage race,646.25,195.0,26.426201136712216,106.25,5.25,2.565,0.40180967403989165,259.66950184828,0.29020112999582,0.1822614003841665,0.39991224788103147,0.8199736743643093,0.8,0.3,51.101317332212155,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,13,Giro d'Italia,2.UWT,08.05-31.05,5,2026-05-08,2026-05-31,giro-d-italia,,Stage race,multi-stage race,1155.4944444444445,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.39581162206375176,0.17279349724910306,0.4696522137969169,0.840895664139075,0.8,0.18,89.91232377918776,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name | history_fallback_from=2.Pro | history_missing,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,180,Grand Prix du Morbihan,1.Pro,09.05,5,2026-05-09,2026-05-09,gp-de-plumelec,5.0,One-day,sprint-friendly one-day,915.0,200.0,17.785230308369503,0.0,0.0,5.266,0.28052830896389114,256.6834027019604,0.3724278350515464,0.10133698453608249,0.3806578608247423,0.8141973582474227,0.8,0.3,50.15782761261492,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,148,Tro-Bro Leon,1.Pro,10.05,5,2026-05-10,2026-05-10,tro-bro-leon,5.0,One-day,sprint-friendly one-day,915.0,200.0,23.11966263235183,0.0,0.0,4.008,0.3644766479251027,333.496132851469,0.3821546391752577,0.13173324742268042,0.4183492268041237,0.8255047680412371,0.8,0.3,66.07263547012835,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,147,Tour du Finistère,1.1,16.05,5,2026-05-16,2026-05-16,tour-du-finistere,5.0,One-day,sprint-friendly one-day,540.0,125.0,11.025434763575214,0.0,0.0,5.28,0.10237744403583282,55.28381977934972,0.372319587628866,0.1009987113402062,0.3802384020618557,0.8140715206185567,0.8,0.4,14.40159463468079,,,scheduled,active,team_program_live,overlap_10,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,182,Boucles de l'Aulne,1.1,17.05,5,2026-05-17,2026-05-17,boucles-de-l-aulne,5.0,One-day,sprint-friendly one-day,540.0,125.0,14.871696727490633,0.0,0.0,3.842,0.17316954691975828,93.51155533666947,0.38343814432989687,0.13574420103092782,0.4233228092783505,0.826996842783505,0.8,0.4,24.74680352870422,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,144,Rund um Köln,1.1,17.05,5,2026-05-17,2026-05-17,rund-um-koln,4.0,One-day,sprint-friendly one-day,540.0,125.0,16.249903681840884,0.0,0.0,3.435,0.19644319878102418,106.07932734175306,0.3865850515463917,0.14557828608247422,0.435517074742268,0.8306551224226804,0.8,0.4,28.196907724665433,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,24917,Classique Dunkerque,1.Pro,19.05,5,2026-05-19,2026-05-19,classique-dunkerque,1.0,One-day,sprint-friendly one-day,915.0,200.0,53.8235294117647,0.0,0.0,1.7,0.7523153942428035,688.3685857321652,0.39999999999999997,0.1875,0.4875,0.84625,0.8,0.3,139.80765976220275,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,175,4 Jours de Dunkerque,2.Pro,20.05-24.05,5,2026-05-20,2026-05-24,4-jours-de-dunkerque,4.0,Stage race,multi-stage race,1192.75,315.0,34.955310979895735,277.75,5.75,3.5549999999999997,0.6721252723704718,801.6774186198803,0.4107437561303165,0.18362072371620308,0.49167854081394047,0.8475035622441821,0.8,0.25,135.8848936102138,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,343,Boucles de la Mayenne,2.Pro,28.05-31.05,5,2026-05-28,2026-05-31,boucles-de-la-mayenne,5.0,Stage race,short stage race,1098.2,280.0,31.08158018557534,183.2,4.0,3.5740000000000003,0.573511772722045,629.8306288033499,0.3548802741415487,0.16922443347597743,0.435384639082139,0.8306153917246416,0.8,0.25,104.62940289273436,,,scheduled,active,team_program_live,overlap_10,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,13188,Mercan'Tour Classic Alpes-Maritimes,1.1,03.06,6,2026-06-03,2026-06-03,mercan-tour-classic-alpes-maritimes,5.0,One-day,sprint-friendly one-day,540.0,125.0,25.34546476103694,0.0,0.0,2.246,0.32110181839820406,173.3949819350302,0.3957783505154639,0.17430734536082476,0.47114110824742267,0.8413423324742267,0.8,0.4,46.68305233297431,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,250,Tour of Estonia,2.1,04.06-06.06,6,2026-06-04,2026-06-06,tour-of-estonia,5.0,Stage race,short stage race,585.4,155.8,10.484245832053853,45.4,2.2,5.686,0.12081687127233182,70.72619644282304,0.31562303571206857,0.0978810056409259,0.3345982824249773,0.8003794847274931,0.8,0.3,13.585871199754118,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,24060,Copenhagen Sprint,1.UWT,14.06,6,2026-06-14,2026-06-14,copenhagen-sprint,,One-day,hard one-day,895.7142857142857,196.14285714285714,22.896361214464072,0.0,0.0,4.436871428571429,0.34842848218550265,310.9190445598454,0.3716339101620029,0.12137069679675996,0.4000961294182621,0.8200288388254786,0.8,0.18,36.71461196339577,,,scheduled,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.Pro | history_missing,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,60,Baloise Belgium Tour,2.Pro,17.06-21.06,6,2026-06-17,2026-06-21,tour-of-belgium,5.0,Stage race,multi-stage race,1144.0,300.0,33.98696198903292,229.0,5.0,3.466,0.6359881902654283,727.5704896636499,0.381441846661728,0.17858514880373466,0.46466653380003065,0.8393999601400092,0.8,0.25,122.14452800454295,,,scheduled,active,team_program_live,overlap_2,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,212,Route d'Occitanie,2.1,18.06-20.06,6,2026-06-18,2026-06-20,la-route-d-occitanie,4.0,Stage race,short stage race,628.0,181.0,18.436581954741406,88.0,4.0,3.6525,0.277788038811499,174.45088837362138,0.2998994438397475,0.1532946684740323,0.37821925135384293,0.8134657754061528,0.8,0.3,34.05835852347363,,,scheduled,active,team_program_live,overlap_2,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,258,Sibiu Cycling Tour,2.1,04.07-07.07,7,2026-07-04,2026-07-07,sibiu-cycling-tour,5.0,Stage race,short stage race,641.2,189.4,24.92110090732096,101.2,4.6,2.694,0.377969171543462,242.35383279366783,0.2843321696940601,0.1784000559229722,0.39164918319351727,0.8174947549580551,0.8,0.3,47.549516916673184,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,63,Tour de l'Ain,2.1,28.07-30.07,7,2026-07-28,2026-07-30,tour-de-l-ain,5.0,Stage race,short stage race,606.0,167.0,18.994730866082868,66.0,3.0,3.2060000000000004,0.27738185606630295,168.0934047761796,0.26614043339527454,0.1608402426570706,0.3604455677035265,0.8081336703110579,0.8,0.3,32.60206563764552,,,scheduled,active,team_program_live,overlap_2,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,32,PostNord Tour of Denmark,2.Pro,29.07-02.08,8,2026-07-29,2026-08-02,tour-of-denmark,5.0,Stage race,multi-stage race,1128.4,296.0,24.513746250435865,213.4,5.0,4.944,0.49321155737914324,556.5399213466253,0.4186958973265957,0.14057363596576541,0.45459555896071213,0.8363786676882136,0.8,0.25,93.09562358623873,,,scheduled,active,team_program_live,overlap_2,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,203,Polynormande,1.1,16.08,8,2026-08-16,2026-08-16,la-poly-normande,5.0,One-day,sprint-friendly one-day,540.0,125.0,11.109867131569988,0.0,0.0,4.914,0.1103960194952939,59.61385052745871,0.3751494845360825,0.10984213917525776,0.3912042525773196,0.8173612757731958,0.8,0.4,15.592336934680404,,,scheduled,active,team_program_live,,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,191,Tour du Limousin,2.1,18.08-21.08,8,2026-08-18,2026-08-21,tour-du-limousin,5.0,Stage race,short stage race,628.0,181.0,17.25287264073365,88.0,4.0,3.6420000000000003,0.2647588245243051,166.2685418012636,0.29959274280881965,0.15354837337093952,0.37824293047755425,0.8134728791432663,0.8,0.3,32.46118785840634,,,scheduled,active,team_program_live,,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,92,GP de Fourmies,1.Pro,13.09,9,2026-09-13,2026-09-13,gp-de-fourmies,5.0,One-day,sprint-friendly one-day,915.0,200.0,22.43010316762497,0.0,0.0,4.206,0.35294103913839336,322.9410508116299,0.3806237113402062,0.12694909793814435,0.41241688144329897,0.8237250644329897,0.8,0.3,63.84351309308814,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,444,Gooikse Pijl,1.1,20.09,9,2026-09-20,2026-09-20,gooikse-pijl,5.0,One-day,sprint-friendly one-day,540.0,125.0,10.577259895974214,0.0,0.0,5.504,0.09303759270416868,50.24030006025109,0.37058762886597935,0.0955863402061856,0.37352706185567014,0.812058118556701,0.8,0.4,13.055373933648514,,,scheduled,active,team_program_live,,matched_via=token_overlap,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,949,Paris-Chauny,1.1,27.09,9,2026-09-27,2026-09-27,paris-chauny-classique,5.0,One-day,sprint-friendly one-day,540.0,125.0,13.729948184780891,0.0,0.0,4.054,0.15630849201751185,84.40658568945639,0.381798969072165,0.13062177835051547,0.4169710051546392,0.8250913015463917,0.8,0.4,22.2858046865922,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,94,Tour de Vendée,1.1,04.10,10,2026-10-04,2026-10-04,tour-de-vendee,4.0,One-day,sprint-friendly one-day,540.0,125.0,17.646679192518047,0.0,0.0,3.4275,0.21220212674676742,114.5891484432544,0.3866430412371134,0.14575950386597938,0.4357417847938144,0.8307225354381442,0.8,0.4,30.461372137113017,,,scheduled,active,team_program_live,,matched_via=normalized_name,2026-04-18
unibet-rose-rockets,Unibet Rose Rockets,2026,28,Paris - Tours,1.Pro,11.10,10,2026-10-11,2026-10-11,paris-tours,5.0,One-day,hard one-day,915.0,200.0,13.330693373364705,0.0,0.0,6.9799999999999995,0.197601509789989,180.80538145783993,0.2870103092783506,0.05992268041237117,0.2751804123711341,0.7825541237113401,0.8,0.3,33.957599243768286,,,scheduled,active,team_program_live,,matched_via=token_overlap,2026-04-18
